Review,Date posted,Reference url
"digital_silence writes...Oops...https://www.carsguide.com.au/car-news/recall-new-toyota-rav4-owners-asked-to-drive-with-caution-due-to-potentially-brokenHas anyone been contacted yet wrt this?do not worry, just drive it gently.it looks like the manufacture fault.",2020-May-25,whrl.pl/Rf4xLQ
What’s everyone thoughts on rear camera quality? I know there’s been a few negative comments on how clear it is. Are there any after market ways to get a better quality?,2020-May-25,whrl.pl/Rf4ywy
jnu123 writes...it looks like the manufacture fault.It’s only a potential fault for vehicles which were built during a three week period last year so most owners are unlikely to ever have to worry about it.,2020-May-25,whrl.pl/Rf4yEh
If I have the cruise control set on 100 km per hour and driving on a flat stretch on the freeway. I then come across a medium climb which results in the revs going to 4000 rpm to keep the speed at 100. Should I cancel the cruise control at this point or let it run at 4000 rpm till the climb flattens out? I am thinking this thinking this high rpm is not good for the motor.,2020-May-25,whrl.pl/Rf4y1Q
"BennoB writes...Should I cancel the cruise control at this point or let it run at 4000 rpm till the climb flattens out?The car knows what it’s doing and, in any case, 4,000rpm is fine. How did you know it’s doing 4,000 rpm?",2020-May-26,whrl.pl/Rf4zjD
"Littlelake writes...How did you know it’s doing 4,000 rpm?Probably not a hybrid so has a tacho.",2020-May-26,whrl.pl/Rf4zzA
I have a Hybrid and I use a OBD2 Bluetooth Dongle and it is very interesting how the motor performs on the hybrid system. I can monitor the Battery 280 volt that is and the RPM's when required.now it is winter and a lot colder I notice that the engine seems to operate more having a higher storage percentage and heats the battery's. It definitely is a smart car,2020-May-26,whrl.pl/Rf4zL8
"12month service today $210. Took 2hrs.I asked them to check the android play cause ever since they installed it and despite using genuine cable, I sometimes get disconnection.They advised High speed USB.",2020-May-26,whrl.pl/Rf4ADK
"BennoB writes...Should I cancel the cruise control at this point or let it run at 4000 rpm till the climb flattens out? I am thinking this thinking this high rpm is not good for the motor.But what would you do after cancelling cruise control? if you want to maintain 100kph, you likely have to keep it at 4000rpm anyway. As long as the car is warmed up, 4000rpm in short bursts is fine",2020-May-26,whrl.pl/Rf4AGW
Yeah 4000 rpm is nothing. Good to blow out the cobwebs every so often,2020-May-26,whrl.pl/Rf4AHh
"#Tonez writes...despite using genuine cableHad issues even getting a connection. Technician was a iphone man therefore useless for android. On forums I was advised to buy quality cables.First was an Anker powerline usb-C: worked a treat (about $18 on ebay).Second was ""magnetic usb-C, worked great ($8)Surprisingly I found using an older phone (Samsung S5) with a micro usb cable also worked well.Bought a usb-C adapter ($2) and that worked with my moto G6+",2020-May-26,whrl.pl/Rf4AH6
Apparently auto-folding mirrors is coming to the RAV in the update later this year (August apparently though new updates typically come out in November for Toyota).I don't think there's going to be an update for existing cars though but good work to all those who emailed in and complained – you guys got it added for future purchasers!,2020-May-27,whrl.pl/Rf4BND
Our Rav 4 Cruiser 2WD is apparently scheduled for production in June. We have a batch number that it is meant to be part of but no login details for the portal yet (which hopefully comes once production starts).Does anyone have a current feel on how long we are likely to be waiting once it enters production?Anyway to track a batch number?,2020-May-27,whrl.pl/Rf4CmG
"Does anyone have issues where using a USB key for music, when you start the car the audio system is turned off?Every time i start the car, no audio. Screen says ""Audio off"". You can start it by going into Audio and selecting the USB key source and it works fine, or the buttons on the steering wheel, until you turn the car off again.It appears to only be when using USB. If i set the car to FM radio, it starts on car start without issue.I cant see any settings anywhere to control this. Its damn annoying.",2020-May-27,whrl.pl/Rf4Cp9
Braveheart81 writes...Anyway to track a batch number?You also need the Retail Sales Order number that the dealer can get out of their SAP system for you.  The Sales Order number is the user id and the Batch number is the password.,2020-May-27,whrl.pl/Rf4CCy
"Braveheart81 writes...for production in Juneours went – March Production, April Shipment, May Delivery.But I don't know what the probability is for getting rescheduled, although seen it happen.",2020-May-27,whrl.pl/Rf4CCY
"tel writes...You also need the Retail Sales Order number that the dealer can get out of their SAP system for you.Does this only exist once the car goes into production?blutek writes...ours went – March Production, April Shipment, May Delivery.Thanks. Would be great if we get it in August!",2020-May-27,whrl.pl/Rf4CNY
"Braveheart81 writes...Does this only exist once the car goes into production?No, it exists from the minute they put the order in the system.  The facebook group has the instructions of where they need to look as a number of the dealers are not aware.  After 3 months of being told by my dealer they didnt have a Retail Sales Order number, I supplied the below info and they had the number back to me 15 mins later.Ive copied it below.Anyone looking for their login for the tracking app, you require an order number which is the username and batch number which is the password. It seems most dealers are able to provide batch numbers, but the order number is not always easily found by them. The order number is in the SAP system which a manager or stock controller has access to. If the file for you car is brought up in this system, there is a tab called “sale1” and the order number is located on the lower left side. If you advise the dealer of these details they should be able to get this number for you. Multiple people have now had success using this information.Tracking website – https://webapps.toyota.com.au/apps/cwt/disclaimer.do",2020-May-27,whrl.pl/Rf4DNR
"jnu123 writes...do not worry, just drive it gently.it looks like the manufacture fault.My car is not affected, as it was made outside of that fault window, but why shouldn't the affected ones be worried when driving around the cars with manufacturing fault?",2020-May-27,whrl.pl/Rf4DOW
"Milano Red writes...Apparently auto-folding mirrors is coming to the RAV in the update later this year (August apparently though new updates typically come out in November for Toyota).I don't think there's going to be an update for existing cars though but good work to all those who emailed in and complained – you guys got it added for future purchasers!Very f****ng nice to know! (I was the one who started the campaign). Why would Toyota not have been that stupid from day one, when bringing that RAV4 model to Australia? Retards...Do you have a link that supports the quoted? I might start another fight with Toyota about them retrofitting that feature during the service, because I know for a fact that it is technically 100% feasible.",2020-May-27,whrl.pl/Rf4DPr
"digital_silence writes...Do you have a link that supports the quoted? I might start another fight with Toyota about them retrofitting that feature during the service, because I know for a fact that it is technically 100% feasible.Apparently the dealers were emailed about the update today. I don't think it's possible to retrofit it just yet as the option does appear in the dealers techstream software but enabling it does nothing. People also tried fitting in the folding mirror switch from other models but that still doesn't make it work so there is probably a relay which has to be added.There's an aftermarket kit linked in the previous page though which works. I'll probably be going down that route myself.",2020-May-27,whrl.pl/Rf4DQT
"Milano Red writes...I don't think it's possible to retrofit it just yet as the option does appear in the dealers techstream software but enabling it does nothing. People also tried fitting in the folding mirror switch from other models but that still doesn't make it work so there is probably a relay which has to be added.The following things have to be added:2x relays (into the fusebox under the hood on the driver's side)1x Vbat fuse (to the same fusebox) Mirror switch assy has to be replacedpossibly the switch looming  has to be replaced (I am not sure if this is required. Most likely yes)In the current (non-auto) Au implementation, the folding motors for both mirrors are controlled just by the switch (no ECU signals are involved), and they are fed from Vacc power rail.In the autofolding config, those motors are controlled via 2x relays (from Vbat), and can use either mirror fold switch signals (in manual fold/unfold) or ECU signals (car lock/unlock)Hope this helps.",2020-May-27,whrl.pl/Rf4DWM
"tel writes...No, it exists from the minute they put the order in the system.Thanks. That is great. I have sent that off to my dealer to see if I can get the RSO number.",2020-May-28,whrl.pl/Rf4EKc
BennoB writes...I have the cruise control set on 100 km per hour and driving on a flat stretch on the freeway. I then come across a medium climb which results in the revs going to 4000 rpm to keep the speed at 100.My petrol cruiser does this too. I just let it feed it ! She revs hard up hills to keep it at speed but it’s all good.,2020-May-28,whrl.pl/Rf4E3O
"tel writes...No, it exists from the minute they put the order in the system.2 hours 20 minutes later, I have access. Thanks for your help!",2020-May-28,whrl.pl/Rf4E6A
Wazza77 writes...My petrol cruiser does this too. I just let it feed it !She revs hard up hills to keep it at speed but it’s all goodGood to know. I only gave 11k mileage so don't want to push the engine too much. I came from a 3.litre v6 Camry.,2020-May-28,whrl.pl/Rf4Gqk
"HI,Not sure if the best place to ask but want to see if I have been able to negotiate the best deal on a new rav4:Toyota RAV4 GXL 2WD Hybrid in Atomic RedI have a written price of $40,600 (website says $42,535.00) and they told me that was open to further negotiation, I sad 40k flat and then told to make a deposit (which I did not want to do as have to discuss with my wife first). This included floor mats.Given it's the end of the month and this salesperson has already called me back twice I am feeling I could get it below 40k (I am in QLD so stamp duty might be different, but is included in this price, I am talking to a dealer on the south side of Brisbane). Any thoughts? Planning to buy on Saturday 30th May as the end of the month.Also, I had two brokers try to get prices for me, one was 41k and the other 40,559. So I think I am going to do better. I am not trading a car and will not be using finance. I know the wait is around 6 months but have read this might be better after July production run. See Facebook group ""Australians waiting for 2020 RAV4s"" https://www.facebook.com/groups/2921809104543087/",2020-May-29,whrl.pl/Rf4GPm
"When do you actually start payments of a car loan/finance? On the date of purchase or when the car actually arrives?With a 6 month delay, is it just a deposit or do you have to begin paying off the car loan?",2020-May-29,whrl.pl/Rf4GP0
actionspeed writes...I know the wait is around 6 monthsA huge amount of orders are being filled in June and July.  Some of the dealers in the facebook group are saying they will have no backlog come end of July so you are probably looking more at 3 months wait now.,2020-May-29,whrl.pl/Rf4G2H
"VeinyPickle writes...With a 6 month delay, is it just a deposit or do you have to begin paying off the car loan?Just the deposit until you get the car, unless you have organised a personal loan through the bank.",2020-May-29,whrl.pl/Rf4G2R
"VeinyPickle writes...When do you actually start payments of a car loan/finance? On the date of purchase or when the car actually arrives?Depends on who you are going through. Most banks don't require you start payments until disbursement of the money, but they also generally only allow 90 days between approval and disbursement. Some offer a 'capacity to pay' check to make sure that you can actually service the loan, then you can submit the application closer to the delivery date.",2020-May-29,whrl.pl/Rf4Heo
"I haven't seen much price discussion lately. Been ringing around the last 2 weeks for AWD Cruiser + Floor/Cargo Mats, Tint and Weathershields. The best price I've gotten so far is $46,560, how does that compare with what others are getting?",2020-May-29,whrl.pl/Rf4HAr
actionspeed writes...40k flat and then told to make a depositthat is a good price that you have offered but you could try lower at a different dealer.,2020-May-29,whrl.pl/Rf4HAA
"adbo writes...The best price I've gotten so far is $46,560Drive away or plus on roads?",2020-May-29,whrl.pl/Rf4HIb
"BennoB writes...Good to know. I only gave 11k mileageMines just hit 800 Km. yes only 800 after 4 months of having it, and i just let it do its thing. As mentioned if you turn off cruise you're only going to have to give it to it anyway to keep at speed.",2020-May-29,whrl.pl/Rf4HKR
Drive away,2020-May-29,whrl.pl/Rf4HNr
"I've done a fair bit of searching online and cannot find the measurements, but does anyone know how wide the rear seat is?I'm trying to work out if the existing dog car seat cover will fit or if we'll need to buy a new one.The closest I've been able to find is 'Shoulder width', which I assume is from window to window in the rear section.",2020-May-29,whrl.pl/Rf4Iwb
1250 x 500,2020-May-29,whrl.pl/Rf4IBv
blutek writes...1250 x 500Thanks!,2020-May-29,whrl.pl/Rf4ITV
"adbo writes...I haven't seen much price discussion lately. Been ringing around the last 2 weeks for AWD Cruiser + Floor/Cargo Mats, Tint and Weathershields. The best price I've gotten so far is $46,560, how does that compare with what others are getting?Ended up signing contract today for $47k. Went with one of the dealerships that had a cancellation with a June production date but meant paying a bit more.Found this spreadsheet with may be useful to others (https://docs.google.com/spreadsheets/u/0/d/13uz5pjGx8zZ-VVc2rbo0bf8mQ4kOSEQV1eS2PuoRBAs/htmlview#), $47k seems to be an average price.",2020-May-29,whrl.pl/Rf4I0B
"Thanks all, got $39,500 with floor mats and boot liner.",2020-May-30,whrl.pl/Rf4Kjc
"Checked out theRav4 hybrid today with my parents today. Toyota certainly has a smash hit. Test vehicle was crawling with customers. Fantastic cars.Quoted 4-5 month wait for AWD Cruiser. So may as well get the colour they want. Colour variety is pretty disappointing.Actually think the black would look great with the black wheels. But living on a dirt road may get the bright blue or dark red.Did anyone get the nutmeg interior , does it stain easily?",2020-May-30,whrl.pl/Rf4KZo
"Help us decide – Toyota Rav4 Cruiser Hybrid vs Mazda CX5 Akira Turbo  :Both about the same price give or take.Keeping either for 5/7 years.RAV4 Cons – No passenger powered seat, No Reverse AEB, No Auto Fold Mirrors, Wait of 4-6+ months.CX5 Cons – More servicing cost, more fuel use, lower resale?, Smaller boot, CX50 replacement model in 2022 so obsolete (leaked).CX5 seems to win on luxury feel insideAnyone else think of anything that may sway us one way of the other ?",2020-May-31,whrl.pl/Rf4LOY
"VW-Kombi writes...Anyone else think of anything that may sway us one way of the other?A little surprised that you can't make a clear decision on this.What do you value more?CX5 Turbo – Looks, powerRAV4 Hybrid – Economy, practicality",2020-May-31,whrl.pl/Rf4LR9
"I guess its a heart vs head thing, plus the wait – never waited for cars before, never ordered one before, always ask whats around and they have done dealer swaps to get what we want in the past 4 cars.  I also tend to want to get a car built in Jan/Feb so I 'feel' like I have a new car still all year – a gamble on the RAV4.",2020-May-31,whrl.pl/Rf4LVy
VW-Kombi writes...also tend to want to get a car built in Jan/Feb so I 'feel' like I have a new car still all year – a gamble on the RAV4.Mine was built in dec. delivered jan. still feels like a new car to me mate ? I don’t see it as a last years car at all.,2020-May-31,whrl.pl/Rf4LV2
VW-Kombi writes...Anyone else think of anything that may sway us one way of the other ?Think the CX5 Akera has adaptive headlights too,2020-May-31,whrl.pl/Rf4L0a
"Bell writes...Anyone else think of anything that may sway us one way of the other ?Test drove both and liked both but Hybrid swayed it for me. The quietness and economy makes it hard to beat.One thing the Mazda had I wish the RAV4 had, was the Heads up Display",2020-May-31,whrl.pl/Rf4L7N
Hybrid has enough power as well,2020-May-31,whrl.pl/Rf4M8r
"VW-Kombi writes...never waited for cars before,We waited 9 months or so and well worth it. We were deciding between CX5 and Rav 4 and went Rav 4 primarily due to boot space but are pretty happy so far.",2020-May-31,whrl.pl/Rf4M9w
Wonder how good it would go off road with some half decent tyres.,2020-May-31,whrl.pl/Rf4Nig
"actionspeed writes...Also, I had two brokers try to get prices for me, one was 41k and the other 40,559. So I think I am going to do better. I am not trading a car and will not be using finance.is the broker one include any accessories? I was offered a white GXL hybrid 2 months wait (confirmed coming order), 40,300 including floor mat, cargo mat and petrol, that was 4 months ago.That was in SA, listed price is $600 dearer than you, so you can do better, but not too much room.",2020-Jun-1,whrl.pl/Rf4Oft
Milano Red writes...Apparently auto-folding mirrors is coming to the RAV in the update later this year (August apparently though new updates typically come out in November for Toyota).Will there be any other changes with this update?,2020-Jun-1,whrl.pl/Rf4Oj7
"Put in an order for a GXL last week.- NSW- GXL 2WD Hybrid - Atomic Rush- Weathershields, carpets, full tank of fuel, premium plates- Stamp duty, rego, 3rd party- September delivery - 40.1k drive awayVisit two dealers, took about 30mins of negotiation. Probably could have have tried harder to get in the 39k range as others have stated.",2020-Jun-1,whrl.pl/Rf4O8b
Has anyone figured out how to remove the rear seat squab? Dog accident in my AWD Hybrid Cruiser today so need to remove seat cover to wash it properly and I want to refit the seat cover firmly over the seat squab,2020-Jun-1,whrl.pl/Rf4PtD
"Found step by step instructions to remove back seats:https://www.youtube.com/watch?v=PIM9UbmpMsoedit: if that does not load, Google this: youtube remove seat morozov",2020-Jun-1,whrl.pl/Rf4PEx
"Many thanks for the link. Unfortunately the construction of the seats for the Australian market Hybrid are slightly different, but I have now figured out that the front of the seat squab lifts up, requiring quite a lot of force to dislodge from the clips that retain it, the hooks at the rear of the seat are similar but there also three seat sensors that must be disconnected. Just a bit of brute force, at the end of the day!",2020-Jun-2,whrl.pl/Rf4QNQ
"In relation to the Toyota portal, does anyone have any info on how accurate the ""Latest Estimated Pick Up Date"" is?Our vehicle has just moved to ""scheduled for production"" and has an estimated pickup date of 12 July.Would be fantastic if it was that quick!",2020-Jun-2,whrl.pl/Rf4QWo
My experience was that it came in a little ahead of schedule. Most other commenters seem to suggest pick up date is pretty correct,2020-Jun-2,whrl.pl/Rf4QY2
"urie writes...First was an Anker powerline usb-C: worked a treat (about $18 on ebay).Second was ""magnetic usb-C, worked great ($8)Surprisingly I found using an older phone (Samsung S5) with a micro usb cable also worked well.Bought a usb-C adapter ($2) and that worked with my moto G6+I'll give it a shot. Thanks.Y",2020-Jun-2,whrl.pl/Rf4Rh9
"Braveheart81 writes...ur vehicle has just moved to ""scheduled for production"" and has an estimated pickup date of 12 JulYeah. Ours was about 5 days earlier than estimated pick up. That was getting front tint done as well. Probably be built relatively soon and on then on the boat before you know it. 2-3 weeks before landing ( ish ) then to the dealer not long after. Prepped ready for pick up.",2020-Jun-2,whrl.pl/Rf4Rvm
How do you activate live traffic in the RAV4?,2020-Jun-2,whrl.pl/Rf4RXB
"After much hopping back and forth between the cars on short list, the wife kept referring to the low quality 'etch-a-sketch' like screen in the RAV4, and the two big knobs that point out like 'boobs' (her comment, not mine).   It just did not feel like quality inside.  The drive is let down by the interior.",2020-Jun-3,whrl.pl/Rf4TCV
Dealer just rang and my 2wd Cruiser Hybrid is ready for pick up on Friday. A month early from the advised month wait when I ordered.,2020-Jun-3,whrl.pl/Rf4T2e
"VW-Kombi writes...the wife kept referring to the low quality 'etch-a-sketch' like screen in the RAV4, and the two big knobs that point out like 'boobsDunno , I liked etch a sketch when I was younger , and I like boobs now. So sounds like a win win to me ? But in all seriousness there has been mention of the not So great quality of the multimedia set up.  But I was coming from a 17 year old car so I had not much to compare to. I find it OK though.",2020-Jun-3,whrl.pl/Rf4VNP
"Tried searching this thread – but didnt find anything, what are everyones thoughts on the chances of Toyota Australia bringing in the plug in hybrid version of RAV4?Looking at buying, but no urgency – waiting for current car to call it quits, just wondering whether there is a chance of a plug in version",2020-Jun-3,whrl.pl/Rf4VQT
I would say there is more chance of the Lexus NX model change being a plug in than the RAV 4.,2020-Jun-3,whrl.pl/Rf4V3n
Anyone heard of price rise from 1st July..? I saw that on the facebook forum. Also they say it would come with some upgrades such as remote folding mirrors..etc..,2020-Jun-4,whrl.pl/Rf4W8f
AshBan writes...Anyone heard of price rise from 1st July..? I saw that on the facebook forum. Also they say it would come with some upgrades such as remote folding mirrors..etc..Do you know of any more details? And the production month that will get that?,2020-Jun-4,whrl.pl/Rf4W8t
They say productions starting from 1st July would get the update. Also price going up for orders from 1st July onwards. Not very sure how reliable that information is.,2020-Jun-4,whrl.pl/Rf4Xa9
"Question for the current Hybrid owners. I got my car more than a month ago. I notice that the engine will start 5-10 second after I press ""Start"" button everyday at first use. I suspect it's to warm up the engine? The engine will be switched off after a few minutes.  Is this normal?",2020-Jun-4,whrl.pl/Rf4XJi
"cheaper writes...Question for the current Hybrid owners. I got my car more than a month ago. I notice that the engine will start 5-10 second after I press ""Start"" button everyday at first use. I suspect it's to warm up the engine? The engine will be switched off after a few minutes.  Is this normal?I find mine does that if I have the heater turned on or hybrid battery is low (2 or 3 bars I think).",2020-Jun-4,whrl.pl/Rf4XJG
7namdaci1 writes...I find mine does that if I have the heater turned on or hybrid battery is low (2 or 3 bars I think).Thanks for the reply. I can now confirm it's the heater as it's set high these days. No wonder I didn't have this issue in April/May. Problem solved,2020-Jun-4,whrl.pl/Rf4YgG
"Question for 2wd Cruiser hybrid owners. How does the EV mode work? When I first got the car a month ago, I was able to turn on EV mode when driving below 50km/h. But lately, I can't get it to work even when driving at 10-20km/h and the EV mode indicator light comes on. Something about exceeding speed range. Is this normal?",2020-Jun-4,whrl.pl/Rf4YvN
"Thunderhead writes...Question for 2wd Cruiser hybrid owners. How does the EV mode work? When I first got the car a month ago, I was able to turn on EV mode when driving below 50km/h. But lately, I can't get it to work even when driving at 10-20km/h and the EV mode indicator light comes on. Something about exceeding speed range. Is this normal?Mine has its moments: AIUI whether EV can be engaged is a function of speed, the battery charge and engine temperature.",2020-Jun-4,whrl.pl/Rf4Yxh
"Braveheart81 writes...Our vehicle has just moved to ""scheduled for production"" and has an estimated pickup date of 12 July.Wow that does seem very quick!We are also in the scheduled for production status for a AWD Hybrid Cruiser and est pick up date is 2 Aug. We dont exactly know when the status changed from on order to scheduled however as when we got the tracking details it was already in scheduled status.When did you place order?",2020-Jun-4,whrl.pl/Rf4YCK
Seems still to be in hot demand. Parents got quoted 49k on road for AWD hybrid Cruiser and a few minor extras,2020-Jun-4,whrl.pl/Rf4YDg
"We could  have the plug in hybrid available to order by year end.  Toyota UK said sales should commence in September. That could mean 2021 delivery. The wait queue could get quite long or even sell out.""The RAV4 Plug in Hybrid has boosted electric power, expected 0-100kph in 6.2 seconds – rapid off the line acceleration, & in EV mode can travel up to 65km.""",2020-Jun-5,whrl.pl/Rf4Y2j
youngyeezy writes...When did you place order?Mid January.,2020-Jun-5,whrl.pl/Rf4Y3R
Braveheart81 writes...Mid January.Wait time should be decreasing now.,2020-Jun-6,whrl.pl/Rf41he
"Thinking of buying the Edge version as there isnt any other2.5 petrol version. I know this is a Toyota thread but is there any other alternatives i should be considering? Mostly used for light towing, light off road",2020-Jun-6,whrl.pl/Rf41hD
Besides the towing capacity what are the other differences between the awd and fwd Cruiser.Trying to find a reason to justify the 3k price. Heard the awd is on demand only which would be triggered on  rare scenarios driving on streets.,2020-Jun-7,whrl.pl/Rf42xw
"Visio-King writes...Heard the awd is on demand only which would be triggered on  rare scenarios driving on streets.Coming from an AWD car previously I can vouch you would have better cornering at high speed, less torque steer, lighter steering, more power going up hills. There are many benefits.",2020-Jun-7,whrl.pl/Rf42FX
AshBan writes...Anyone heard of price rise from 1st July..? I saw that on the facebook forum. Also they say it would come with some upgrades such as remote folding mirrors..etc..I wouldn't pay attention to those rumours – the amount of crap I read on those groups is ridiculous and have rarely ended up being true.,2020-Jun-7,whrl.pl/Rf42WO
"Visio-King writes...Besides the towing capacity what are the other differences between the awd and fwd Cruiser.Trying to find a reason to justify the 3k price.Heard the awd is on demand only which would be triggered on  rare scenarios driving on streets.I've got the AWD Cruiser – yes, it only cuts in occasionally, mainly on twisty country roads. I reckoned it worth it if it got me out of trouble once on a frosty winter morning, also hopefully a good chunk of the extra cost will come back on selling.",2020-Jun-7,whrl.pl/Rf42Xy
Brian McGee writes...I wouldn't pay attention to those rumours – the amount of crap I read on those groups is ridiculous and have rarely ended up being true.Every dealer I have spoken to has said price rises from July 1 across all models.,2020-Jun-7,whrl.pl/Rf4219
brucethebear writes...Every dealer I have spoken to has said price rises from July 1 across all models.cant wait for the egg on faces once july 1 rolls over...,2020-Jun-7,whrl.pl/Rf43Wa
sachz writes...cant wait for the egg on faces once july 1 rolls over...I thought there was a price rise coming too. I suppose anything can happen,2020-Jun-7,whrl.pl/Rf434P
"Visio-King writes...Heard the awd is on demand only which would be triggered on  rare scenarios driving on streets.The rear wheel drive is used often to supplement the engine’s  front wheel drive, mainly when accelerating or going up a hill.",2020-Jun-7,whrl.pl/Rf434Z
sachz writes...cant wait for the egg on faces once july 1 rolls over...It sounds like this is a communication thats been passed down from Toyota Australia to all the dealers. They in turn get their communication from Toyota Japan i presume most likely due to some increase in the manufacturing process or similar.Have you got proof that there won't be an increase and that all the dealers are lying?,2020-Jun-8,whrl.pl/Rf44he
"Hi all. Test drove a RAV4 on Saturday. I found there was a LOT of stuff on the dash that was distracting. Does anyone know how much can be turned off, in terms of settings?School zones alert, lane departure alert, etc. Or maybe someone can point me to the operation manual so I can have a read?",2020-Jun-8,whrl.pl/Rf44hq
@ XaXHave a read here.https://toyotamanuals.com.au/document/landing_page/rav4-owners-manual-sep-19-currentOr herehttps://toyotamanuals.com.au/document/landing_page/rav4-hybrid-owners-manual-sep-19-current,2020-Jun-8,whrl.pl/Rf44i7
"Perfect, thanks Marlin. Looks like it can all be switched off.",2020-Jun-8,whrl.pl/Rf44kf
Deleted*,2020-Jun-8,whrl.pl/Rf44nE
"Hey guys, the manual says to avoid constant speeds for the first 1000km – just wondering if highway driving is still ok or is that best avoided till after 1000km?",2020-Jun-8,whrl.pl/Rf44PX
"Milano Red writes...just wondering if highway driving is still ok or is that best avoided till after 1000km?Highway driving is fine for any new vehicle. With the CVT gearbox, the  motor will, in any case, be regularly varying in speed",2020-Jun-8,whrl.pl/Rf442e
Ok so I like it much more on the second drive with everything turned off.,2020-Jun-8,whrl.pl/Rf443g
"Xax writes...Ok so I like it much more on the second drive with everything turned off.I also turned off all the warnings, primarily because I tend to use Waze (via Carplay) for navigation rather than the inbuilt systems.The one thing I haven’t been able to turn off is the annoying four beeps that occur when the car over speeds whilst using cruise control. I know it can be silenced by briefly touching the accelerator but I’d rather  not have it at all.",2020-Jun-8,whrl.pl/Rf45it
"Littlelake writes...the annoying four beepsI rarely, if ever, use cruise control so may not be an issue for me.We've been quoted 49,600ish for an AWD Hybrid Cruiser with a sidestep, rubber mats, petrol, onroads, and a bumper. This is fleet pricing, before we haggle. We will likely be buying 2 cruisers and a CH-R. Anyone got a realistic number of what to aim for re the cruisers?",2020-Jun-8,whrl.pl/Rf45j5
"Xax writes...a sidestep, rubber mats, petrol, onroads, and a bumper.Is this a nudge bar?",2020-Jun-8,whrl.pl/Rf45rk
"Sorry, yes, a nudge bar. (I couldn't remember the word!)Bell writes...Is this a nudge bar?",2020-Jun-8,whrl.pl/Rf45tg
"Xax writes...Sorry, yes, a nudge bar. (I couldn't remember the word!)No worries! Just checking as it’s an accessory worth over $1000. Actually think it looks great! Makes the RAV4 look less frown face",2020-Jun-8,whrl.pl/Rf45vN
"sachz writes...cant wait for the egg on faces once july 1 rolls over...The egg when you didn’t buy ?Prices can and do rise , and they set a date when this will happen , you an choose to ignore it if you so wishThe dollar is in the toilet so it’s obvious prices will rise and 1 July start of the financial year is an obvious date",2020-Jun-8,whrl.pl/Rf45z4
"spartacus1098 writes...Prices can and do rise ,meanwhile the AUD keeps rising against other currencies..... actually. but hey, lets not let the truth get between a good story.r u a dealer?crazy world this is, aint it? :) i'll pass...",2020-Jun-8,whrl.pl/Rf45KY
sachz writes...i'll pass...Lol i am confused what you are passing on...Lets wait for the truth on July 1 eh?,2020-Jun-8,whrl.pl/Rf45Ok
"sachz writes...meanwhile the AUD keeps rising against other currencies..... actually. but hey, lets not let the truth get between a good story.Go and look at the 2 year historyThe dollar was on a steady decline and dropped of the cliff in March And is now on the way back up , but pricing decisions are made well in advance based on forecasts etc by people well above your pay gradeBesides the fact of the car is sold out so far ahead why wouldn’t the manufacturer squeeze some more money out of it ?",2020-Jun-9,whrl.pl/Rf45ZD
"spartacus1098 writes...but pricing decisions are made well in advance based on forecasts etcu do know what the term, HEDGED, means... dont you?large corporations dont flip on the whims daily spikes or drops of currencies, its a lot more complicated than that.especially given covid19, toyota would be foolish to increased prices in australia. only 3 weeks away. :)",2020-Jun-9,whrl.pl/Rf459r
"Xax writes...been quoted 49,600ish for an AWD Hybrid Cruiser$47k back on page # 245.",2020-Jun-9,whrl.pl/Rf46a7
blutek writes...$47kAh right. Thank you!,2020-Jun-9,whrl.pl/Rf46bT
Mine was $44k excluding stamp duty and rego. AWD Hybrid Cruiser.,2020-Jun-9,whrl.pl/Rf46pb
"Littlelake writes...The one thing I haven’t been able to turn off is the annoying four beeps that occur when the car over speeds whilst using cruise control.I definitely do not have this with mine, so it must be able to be disabled.  I told the dealer at pickup to turn off everything and if I wanted it back on, I'd find it.",2020-Jun-9,whrl.pl/Rf46Bo
Littlelake writes...he one thing I haven’t been able to turn off is the annoying four beeps that occur when the car over speeds whilst using cruise control.Same here. Not sure if it only happens when I have the RSA road sign assist ? Activated. But I’ll have to do more checking. Only had it on the highway a couple of time’s but it’s bloody annoying when it beeps all the time. Maybe the threshold can be changed to a higher number? So it has less chance to beep.,2020-Jun-10,whrl.pl/Rf487l
"Wazza77 writes...Same here.In case you missed previous posts, you can stop it during the four beeps by touching the accelerator but that's not really a long term solution.",2020-Jun-10,whrl.pl/Rf49dB
Littlelake writes...In case you missed previous postsYeh mate. I saw that. Cheers. But as you said not a good solution. By the time I go to put  my foot on it it’s near stopped anyway. It’s bloody annoying but. As doesn’t takeMuch to go over down a hill or such. I’ll have to look intoIt.  I don’t and haven’t done much highway stuff but if I did or am heading in a long trip I’d have to sort it out. Drive me batty.,2020-Jun-11,whrl.pl/Rf49ZR
"Our car is progressing! Has recently moved from ""scheduled for production"" to ""in production"" and today a VIN and engine number have been added on the portal.Still listing 12 July as the expected date so hopefully it won't be far off that!",2020-Jun-12,whrl.pl/Rf5cJi
Braveheart81 writes...Still listing 12 July as the expected date so hopefully it won't be far off that!We have the same expected date.  There is a ship that docks 8/7 in Bris and 12/7 in Melb so I assume they will be on that.  Dealer is telling me 17/7 delivery so lines up.,2020-Jun-12,whrl.pl/Rf5cNi
